mixture_id,speaker1_id,speaker2_id,SDR,SIR,SAR,PESQ
170,id04006,id05015,-10.193880351770177,10.024408039897871,-9.734840434787582,1.0386203527450562
171,id05850,id06913,-12.554786837849615,1.5311757025286155,-9.94982182438082,1.0277634859085083
172,id04536,id05124,-9.644235536530765,9.814026072696018,-9.150823903838884,1.0425825715065002
173,id04253,id06484,-10.507165761434631,5.794794125378003,-9.388848377973122,1.0721462965011597
174,id04232,id05176,-9.668892977271035,8.24356525781033,-8.985679470864456,1.0601650476455688
175,id04006,id07426,-9.547971873847231,9.313333971504097,-8.998139077786249,1.0360377430915833
176,id03839,id04536,-10.210611316645796,9.51529989630781,-9.703553183458709,1.0520883798599243
177,id04950,id07414,-10.601407384127263,8.119013504742933,-9.904341492815185,1.0342700481414795
178,id05594,id06484,-10.716436210737204,9.635565221324068,-10.21279570229352,1.0363736748695374
179,id04276,id06811,-11.209370089099775,7.215255838395107,-10.339189088692029,1.0667272806167603
180,id03978,id04232,-9.721388243924926,6.916927429770151,-8.680875360110926,1.0387652516365051
181,id03981,id05850,-12.212354536076074,3.1326745968742165,-10.352842576630778,1.0466088652610779
182,id05015,id05999,-11.471267015979524,6.6842409397065765,-10.55726441894129,1.036525547504425
183,id03980,id04276,-9.555459076710223,8.045647285807167,-8.79642811938034,1.0571750402450562
184,id03862,id04627,-11.500069347155623,8.212229403571882,-10.84042138543401,1.0347910523414612
185,id04295,id04536,-10.097243480500346,5.0867602913100365,-8.761224479209382,1.0609976649284363
186,id04657,id05714,-11.192119787405584,6.9769975034100975,-10.308021344594614,1.0609149932861328
187,id03789,id07312,-12.804376718670474,1.255194168642096,-9.871134187068499,1.0313114523887634
188,id05816,id06209,-8.946437491576043,10.207552680171169,-8.496577138518479,1.0364867448806763
189,id03677,id07426,-11.413410646455263,9.207228563349677,-10.834464297069992,1.0342833399772644
190,id04295,id05055,-7.516449661159235,10.517898040678368,-7.072654968001713,1.0651007890701294
191,id04253,id06811,-10.795359548020492,5.345730996405341,-9.423293676980121,1.0378286242485046
192,id04119,id05654,-9.59035417205748,12.645842693312838,-9.334147214015793,1.0565388798713684
193,id04030,id04950,-10.5520522721736,9.500039555047607,-9.969505724337804,1.0346071124076843
194,id05124,id05714,-10.756592430020495,4.091120234105313,-9.11397830185578,1.0754162669181824
195,id04366,id07396,-12.542380074928289,3.4782739875796667,-10.820863860682795,1.0283727645874023
196,id05594,id05714,-6.767690179534025,10.769926884522583,-6.3408447272586965,1.069231927394867
197,id03839,id04030,-10.895309308232486,10.073088363461533,-10.44713961809866,1.0461013913154602
198,id04570,id05055,-8.681408088216088,8.74170360347203,-8.056143018289678,1.052773118019104
199,id04627,id05459,-8.8143763676334,10.731684985136663,-8.402833596144735,1.035263478755951
