mixture_id,speaker1_id,speaker2_id,SDR,SIR,SAR,PESQ,pretrained_speaker_acc,finetuned_speaker_acc
mix_00166,id04656,id06484,5.4427956739962475,23.294776509965597,5.535948832156291,1.284163773059845,0.0,0.0
mix_00167,id04627,id06484,9.647422793710238,24.527373365443985,9.864618888608796,1.507615864276886,0.0,0.0
mix_00168,id04276,id05816,2.663557177861113,20.112336043912972,2.818706134792814,1.1707191467285156,1.0,1.0
mix_00169,id04627,id06310,5.269561423660976,22.060999853463716,5.417705762844973,1.3699731230735779,0.0,0.0
mix_00170,id04006,id05015,8.856996051967846,28.593357850595766,8.912050180843226,1.3350071907043457,1.0,1.0
mix_00171,id05850,id06913,9.051288733941387,25.33372891645623,9.17984188317759,1.6244862079620361,1.0,1.0
mix_00172,id04536,id05124,7.627748345982331,24.003325891328558,7.752221768195761,1.5950769186019897,0.0,0.0
mix_00173,id04253,id06484,5.795953835371266,21.885172222069652,5.963115707104691,1.3951828479766846,1.0,1.0
mix_00174,id04232,id05176,4.343503745825403,24.164435429734425,4.410161530690171,1.2357887029647827,1.0,1.0
mix_00175,id04006,id07426,8.481331578820296,24.38209543801964,8.617336779925914,1.420615553855896,0.0,0.0
mix_00176,id03839,id04536,8.388548751874549,23.35141141854463,8.617014706885744,1.345651626586914,1.0,1.0
mix_00177,id04950,id07414,5.1044357016211706,23.086444226084545,5.208721089650721,1.4335190057754517,0.0,0.0
mix_00178,id05594,id06484,1.4469929495070433,21.894073482279353,1.525220667029536,1.1592298746109009,0.0,0.0
mix_00179,id04276,id06811,8.680202483240834,25.784385626511785,8.783498939020248,1.5078641176223755,1.0,1.0
mix_00180,id03978,id04232,5.922720404522357,22.716563944756203,6.0534352278805015,1.3586095571517944,0.0,0.0
mix_00181,id03981,id05850,2.647848787757975,17.762682805512373,2.9427200469874073,1.1564216017723083,0.0,0.0
mix_00182,id05015,id05999,6.863579156815844,24.5913287630528,6.961279637307337,1.3750665783882141,0.0,0.0
mix_00183,id03980,id04276,9.226037265999675,28.692208927246654,9.28216123297125,1.4483112692832947,0.0,0.0
mix_00184,id03862,id04627,4.4085681888727475,21.433577941784833,4.551250415038184,1.2981253266334534,1.0,1.0
mix_00185,id04295,id04536,6.2316821419434785,18.027728900573432,6.633115833971783,1.5591388940811157,1.0,1.0
mix_00186,id04657,id05714,7.016362210379473,23.793657194169867,7.131874781226072,1.3465805649757385,0.0,0.0
mix_00187,id03789,id07312,3.747007123871146,21.945395535653365,3.8421611361216215,1.386852502822876,1.0,1.0
mix_00188,id05816,id06209,7.242852310176376,25.34471267578088,7.324303985095302,1.3232855796813965,1.0,1.0
mix_00189,id03677,id07426,5.094569958905527,24.613311938661763,5.1654005198791655,1.4871704578399658,0.0,0.0
mix_00190,id04295,id05055,7.181476481194812,24.569894996161317,7.282189137183546,1.534244954586029,0.0,0.0
mix_00191,id04253,id06811,2.779147343857005,18.391185538813666,3.0839321060448617,1.3541781306266785,0.5,0.5
mix_00192,id04119,id05654,9.00550329826167,28.92074511485089,9.06658416424061,1.6897953152656555,0.0,0.0
mix_00193,id04030,id04950,8.20859227446474,26.02995206249623,8.292507140560378,1.467739760875702,0.0,0.0
mix_00194,id05124,id05714,3.8977954627893743,20.494376482023817,4.036762309173103,1.1454936265945435,0.0,0.0
mix_00195,id04366,id07396,3.3160081675071718,18.718740253432124,3.5038139850874295,1.3295952677726746,1.0,1.0
mix_00196,id05594,id05714,6.230155886574718,25.084137228535816,6.30376990228689,1.1452500224113464,0.0,0.0
mix_00197,id03839,id04030,3.802564013879394,25.712390897022015,3.8479826655500164,1.1373257040977478,1.0,1.0
mix_00198,id04570,id05055,7.44827907071371,24.009571305477316,7.565588347431376,1.20934396982193,0.0,0.0
mix_00199,id04627,id05459,9.312035854333256,27.402275655520505,9.388169978376293,1.330275535583496,0.0,0.0
